Frame ID,ArUCo ID,ArUCo 2D,ArUCo 3D (dist yaw pitch roll)
988,8,"[[160.0, 394.0], [184.0, 388.0], [190.0, 410.0], [166.0, 415.0]]","[2.055096211219854, -13.081598292596215, -10.445785499777587, -160.86409393861865]"
989,8,"[[190.0, 345.0], [214.0, 340.0], [219.0, 362.0], [195.0, 367.0]]","[2.032416956603489, -12.675072143059426, -15.405001470375918, 166.6979650352696]"
990,8,"[[189.0, 361.0], [213.0, 356.0], [218.0, 379.0], [194.0, 384.0]]","[2.029517012387289, -12.214116276034627, -10.665435790260583, -179.99880760272617]"
991,8,"[[186.0, 402.0], [211.0, 397.0], [215.0, 420.0], [191.0, 425.0]]","[2.004752108238174, -11.438414634285634, -17.964648380897973, -168.83126323551855]"
992,8,"[[162.0, 422.0], [189.0, 415.0], [193.0, 437.0], [168.0, 445.0]]","[1.871333388601024, -16.264900207691923, -24.633168620480802, -152.77801454264676]"
993,8,"[[178.0, 420.0], [205.0, 415.0], [210.0, 436.0], [184.0, 442.0]]","[1.860251218176538, -11.481959437040912, -11.930169818967238, -150.4244393860668]"
994,8,"[[186.0, 431.0], [212.0, 426.0], [217.0, 449.0], [192.0, 455.0]]","[1.98158287779009, -12.354308923028976, -15.011601746963313, -174.11621994109555]"
995,8,"[[200.0, 440.0], [227.0, 433.0], [232.0, 455.0], [207.0, 463.0]]","[1.8474942558471596, -15.679404365908473, -17.451142070363392, -155.53339010466723]"
996,8,"[[203.0, 444.0], [229.0, 437.0], [235.0, 460.0], [209.0, 468.0]]","[1.8462956518544702, -15.506580625148187, -19.184780733254843, -161.31718757525502]"
997,8,"[[235.0, 441.0], [260.0, 435.0], [266.0, 459.0], [240.0, 465.0]]","[1.874866021691161, -12.484621535442944, -14.94762436319397, 162.9978625797183]"
998,8,"[[236.0, 445.0], [262.0, 439.0], [267.0, 463.0], [241.0, 470.0]]","[1.825323261113641, -12.976989658189789, -19.956649171992655, -167.017097972567]"
999,8,"[[241.0, 429.0], [268.0, 422.0], [273.0, 447.0], [248.0, 453.0]]","[1.8206327325011606, -13.557335562165056, -12.206378396971207, -167.65041673841165]"
1000,8,"[[266.0, 425.0], [293.0, 418.0], [298.0, 443.0], [273.0, 448.0]]","[1.801703966900062, -12.638585173355711, -6.910257385804189, -163.45840668309776]"
1001,8,"[[274.0, 402.0], [302.0, 395.0], [307.0, 419.0], [281.0, 425.0]]","[1.7254691550790786, -13.37802120776609, -9.013720917658338, -154.1865959788344]"
1002,8,"[[270.0, 356.0], [297.0, 350.0], [303.0, 375.0], [277.0, 382.0]]","[1.753405870506471, -14.241086919400406, -10.868216159686563, -168.01779099088935]"
1003,8,"[[232.0, 342.0], [263.0, 336.0], [268.0, 361.0], [238.0, 367.0]]","[1.5641736181718302, -11.677427630820054, -11.528171136288156, -145.35617017191788]"
1004,8,"[[205.0, 375.0], [235.0, 368.0], [240.0, 394.0], [213.0, 402.0]]","[1.666601644069645, -15.505289091731408, -19.55935082234592, -160.74286550781795]"
1005,8,"[[206.0, 380.0], [236.0, 373.0], [243.0, 398.0], [215.0, 407.0]]","[1.6380646684271813, -15.879947557239174, -11.772033658221952, -157.70855299493732]"
1006,8,"[[201.0, 355.0], [231.0, 349.0], [238.0, 375.0], [209.0, 383.0]]","[1.6253917359797567, -14.233196064937545, -19.33202018147969, 165.86467198735602]"
1007,8,"[[178.0, 342.0], [210.0, 335.0], [216.0, 362.0], [186.0, 370.0]]","[1.5653321816539603, -14.830997924629745, -16.671259009036103, -153.78662417116152]"
1008,8,"[[166.0, 322.0], [198.0, 316.0], [204.0, 344.0], [174.0, 352.0]]","[1.5774172629991194, -14.677863532232587, -19.804388076822587, -162.22828722261]"
1009,8,"[[170.0, 335.0], [204.0, 328.0], [210.0, 357.0], [178.0, 364.0]]","[1.4863974506074862, -13.039796814208758, -14.836542752452226, -153.2246840250055]"
1010,8,"[[165.0, 341.0], [198.0, 333.0], [206.0, 362.0], [174.0, 371.0]]","[1.4972960678659353, -16.0004666959287, -16.036204745433576, -158.10695357280574]"
1011,8,"[[134.0, 338.0], [170.0, 330.0], [177.0, 360.0], [144.0, 369.0]]","[1.4405088270717092, -15.43096508896976, -17.488451049279924, -154.5471596117969]"
1012,8,"[[126.0, 372.0], [162.0, 363.0], [170.0, 395.0], [136.0, 405.0]]","[1.4181844875585374, -16.74659640838722, -23.68746948492599, -165.41790974054402]"
1013,8,"[[117.0, 349.0], [152.0, 339.0], [161.0, 372.0], [127.0, 381.0]]","[1.4366477447966084, -16.26389857767655, -9.916553339892692, 179.92212515032057]"
1014,8,"[[125.0, 344.0], [161.0, 336.0], [170.0, 369.0], [134.0, 378.0]]","[1.3942449904903906, -14.864978884184794, -20.73535234330308, 177.10631723594454]"
1015,8,"[[144.0, 340.0], [180.0, 332.0], [189.0, 366.0], [153.0, 375.0]]","[1.357933472187427, -15.387754496332672, -26.92191957017009, -175.42097875817583]"
1016,8,"[[149.0, 346.0], [188.0, 337.0], [197.0, 371.0], [159.0, 381.0]]","[1.2796566650586974, -15.076870634199235, -16.287547786988974, -157.34909247898977]"
1017,8,"[[144.0, 334.0], [183.0, 326.0], [192.0, 362.0], [154.0, 371.0]]","[1.2784976067181781, -14.49556557085865, -25.38037128052193, -179.921291307309]"
1018,8,"[[80.0, 365.0], [121.0, 354.0], [132.0, 391.0], [90.0, 403.0]]","[1.2300676923969966, -16.71445037151522, -14.485502797454561, 169.6452669863029]"
1019,8,"[[48.0, 372.0], [92.0, 361.0], [103.0, 399.0], [59.0, 411.0]]","[1.2028479154270975, -16.237204318127514, -20.4206373317643, 168.37207156490467]"
1020,8,"[[32.0, 346.0], [78.0, 335.0], [89.0, 375.0], [45.0, 386.0]]","[1.1899025200041469, -15.84740820095633, -20.336665237355852, -163.51957379468854]"
1021,8,"[[30.0, 328.0], [76.0, 316.0], [89.0, 357.0], [42.0, 368.0]]","[1.1520828730571422, -16.855395317142005, -22.205792554405168, 171.54222841662462]"
1022,8,"[[62.0, 289.0], [110.0, 279.0], [121.0, 321.0], [74.0, 330.0]]","[1.1068811480487035, -13.649120240343075, -16.995772289241614, -154.14228371134928]"
1023,8,"[[67.0, 278.0], [115.0, 268.0], [127.0, 310.0], [80.0, 321.0]]","[1.0970527288625622, -15.36384852611386, -17.998405620105522, -156.76788163368616]"
1024,8,"[[82.0, 244.0], [131.0, 234.0], [143.0, 278.0], [94.0, 289.0]]","[1.0518197915301464, -15.140509110203089, -16.09066460763166, 175.18754554767665]"
1025,8,"[[110.0, 239.0], [160.0, 229.0], [169.0, 275.0], [122.0, 286.0]]","[1.0163237784473664, -18.049382537888057, -29.366824114080917, -155.77955209080022]"
1026,8,"[[76.0, 228.0], [127.0, 217.0], [140.0, 265.0], [89.0, 276.0]]","[1.00532100517863, -14.477827221309147, -10.65945348716994, -177.16615176549234]"
1027,8,"[[85.0, 199.0], [137.0, 189.0], [151.0, 237.0], [99.0, 248.0]]","[0.9917472612462815, -15.93728394985625, -19.23329212214611, -177.3972094033694]"
1028,8,"[[101.0, 178.0], [154.0, 168.0], [167.0, 219.0], [116.0, 229.0]]","[0.9612590501260708, -11.992024132699779, -4.262815125476134, -165.83247790635684]"
1029,8,"[[116.0, 161.0], [169.0, 152.0], [183.0, 202.0], [130.0, 213.0]]","[0.9558779118286269, -15.880248178170675, -20.09425927635654, -172.1947171964004]"
1030,8,"[[176.0, 108.0], [233.0, 104.0], [242.0, 157.0], [187.0, 163.0]]","[0.919020494593565, -10.1894749965979, -15.579666177814088, -165.18527813784956]"
1031,8,"[[217.0, 107.0], [274.0, 99.0], [285.0, 155.0], [228.0, 162.0]]","[0.8611161795950933, -10.972917394704616, -11.775759738586428, -178.21437801759993]"
1032,8,"[[216.0, 94.0], [274.0, 86.0], [284.0, 145.0], [227.0, 153.0]]","[0.8372508305310083, -7.680560427947517, 1.4051630624439586, -169.18949180484063]"
1033,8,"[[196.0, 106.0], [255.0, 99.0], [264.0, 159.0], [205.0, 166.0]]","[0.8207994299768696, -6.683260396317897, 1.0056986764498679, -172.83746818157624]"
1034,8,"[[168.0, 84.0], [231.0, 74.0], [244.0, 137.0], [182.0, 146.0]]","[0.7983711027474324, -10.480909106664699, -5.112690509648457, -169.012986789013]"
1034,1,"[[462.0, 108.0], [474.0, 106.0], [476.0, 119.0], [464.0, 121.0]]","[3.7039853627724044, -13.553781647240564, -14.781597435355831, -163.69387991185772]"
1035,8,"[[175.0, 32.0], [243.0, 25.0], [254.0, 92.0], [188.0, 100.0]]","[0.757472443709501, -12.467288196720277, -16.44864218711536, -150.88770018717128]"
1035,1,"[[488.0, 93.0], [501.0, 92.0], [503.0, 105.0], [490.0, 107.0]]","[3.5384103252779875, -9.403998300851786, -9.566510496034779, -175.01229101356182]"
1036,8,"[[178.0, 24.0], [247.0, 16.0], [260.0, 84.0], [193.0, 93.0]]","[0.7479348490351906, -11.613941416259612, -11.620087694710985, -151.39349455150966]"
1037,8,"[[204.0, 39.0], [273.0, 32.0], [282.0, 103.0], [213.0, 110.0]]","[0.7091803203437145, -5.378350031061683, 2.0830675541084522, -173.2748852891303]"
1037,1,"[[536.0, 132.0], [547.0, 132.0], [547.0, 144.0], [536.0, 146.0]]","[3.6793814886423277, -11.20688900181164, -24.279646478133213, -157.67177988207192]"
1038,8,"[[188.0, 27.0], [260.0, 19.0], [271.0, 90.0], [199.0, 99.0]]","[0.6953969126104455, -8.08430739185983, -3.086369707784382, -177.47567930457137]"
1039,8,"[[145.0, 13.0], [222.0, 5.0], [232.0, 84.0], [156.0, 91.0]]","[0.6565160008299543, -5.473454527447914, 1.4367512529009758, -173.66656889528943]"
1043,1,"[[469.0, 143.0], [482.0, 142.0], [483.0, 156.0], [470.0, 157.0]]","[3.414027894165179, -8.299022500719536, -16.493738995638967, -166.25103846359045]"
1055,1,"[[717.0, 71.0], [736.0, 70.0], [737.0, 88.0], [717.0, 90.0]]","[2.619710959417376, -1.1020393491434377, 12.44491781970065, 176.48921550584518]"
1056,10,"[[15.0, 125.0], [31.0, 126.0], [34.0, 151.0], [19.0, 151.0]]","[2.098615299834296, -52.91090983802537, -74.92678024308621, -128.15062386408738]"
1056,1,"[[767.0, 67.0], [787.0, 65.0], [787.0, 84.0], [767.0, 86.0]]","[2.644899572093698, 0.13798655946029384, 21.321737865719594, -179.97704981727702]"
1057,10,"[[18.0, 120.0], [34.0, 122.0], [37.0, 146.0], [21.0, 144.0]]","[2.222334028717533, 12.044121695938719, 26.62078317689364, -158.58737328967433]"
1058,10,"[[35.0, 125.0], [51.0, 126.0], [55.0, 150.0], [39.0, 149.0]]","[2.2011338424055173, 9.48481394883063, 27.596531265039754, -158.4095715458651]"
1058,1,"[[801.0, 38.0], [821.0, 35.0], [822.0, 55.0], [802.0, 58.0]]","[2.668872753926563, -5.9207688682231785, 9.238651888426675, -167.4522374704528]"
1060,10,"[[116.0, 105.0], [131.0, 106.0], [135.0, 131.0], [120.0, 130.0]]","[2.0639194901490003, 12.589780043394068, 34.02206047796168, -155.11821716174177]"
1061,10,"[[134.0, 114.0], [151.0, 116.0], [155.0, 140.0], [139.0, 139.0]]","[2.059758612546878, -24.46303492233615, -66.68958383507653, -162.2598737977904]"
1062,10,"[[157.0, 131.0], [173.0, 131.0], [178.0, 156.0], [162.0, 156.0]]","[1.9976098945575869, 8.720681009424952, 34.11300686248554, -155.6517168500913]"
1063,10,"[[162.0, 106.0], [179.0, 107.0], [183.0, 132.0], [166.0, 131.0]]","[2.0215056234852105, 11.230253654443105, 30.58562346344498, -154.1595782379702]"
1065,10,"[[47.0, 80.0], [66.0, 82.0], [70.0, 110.0], [52.0, 108.0]]","[1.9152616674355223, 12.76403774002236, 27.310459663394298, -154.76104854758296]"
1066,10,"[[49.0, 32.0], [69.0, 34.0], [74.0, 63.0], [55.0, 62.0]]","[1.8740501378640284, -42.25656758069745, -67.40610032826864, -139.9179082812701]"
